GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID	2vs0	4vs0	8vs0	10vs0	tt_dev$adj.P.Val	wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c
DDB_G0291235	ranA	RC4/RAN	GTP-binding nuclear protein Ran	P33519	-0.121826185331295	-0.19024299481	-0.1716704555	 -0.22372074152	0.151961759581859	  123.2844180	  125.3311085	  128.3718810	  135.6735520	  151.3223421	  139.0196191	  147.1476563	  153.3574933	  160.0096067	  138.2452741	  133.4567717	  144.2333874	  130.9462545	  133.7417245	  142.7545438
DDB_G0273917	DDB_G0273917	NA	NA	Q556P6	 0.349467796650436	 0.48621083946	 0.3863581257	  0.24738769582	0.151982484434439	  241.9964319	  209.3511315	  224.8937905	  224.8633992	  242.4826063	  234.6989651	  241.1665062	  225.4205444	  221.8667395	  244.6708401	  220.0987286	  239.6855379	  251.8136309	  252.3241564	  222.4596630
DDB_G0277843	scaA	DG1105, Sca1, armadillo-like helical domain-containing protein	Sca1 complex scaffold protein	Q54XY4	 0.152702622781303	 0.32670702335	 0.5308184192	  0.43152358103	0.151982484434439	    2.1828759	   41.1062734	   35.5089975	  115.9822603	  146.8206098	   83.3550527	  101.0272059	   91.2324376	  108.9884587	  112.3471567	  125.9058474	   94.8315511	   69.1081367	   75.6877105	   88.4557418
DDB_G0294088	cox1/2	Ddmco, cox1, cox2, cxaA/cxbA	cytochrome-c oxidase subunit I and subunit II, cytochrome oxidase subunit 1, cytochrome oxidase subunit 2	O21042	 0.143867093657767	 0.24343515416	 0.3358397322	  0.30627546398	0.152422509347088	    2.6398727	    2.8714026	    2.2993461	   11.1984335	   12.9468346	    1.5436373	    7.9652436	   10.1054548	   13.5018436	    8.8660909	    3.0355691	    6.8956739	    1.7775220	    2.1480693	    2.3609871
DDB_G0292134	bub3	NA	WD40 repeat-containing protein, putative mitotic checkpoint protein	Q54DM1	 0.482976055346073	 0.07082168001	-1.3894237708	 -0.98951995830	0.153136282064157	    2.1321168	    1.9569165	    2.9411665	   83.7953224	   85.9449399	   66.9952334	   42.9952783	   64.2702511	   81.1567437	   54.5288165	   76.0012981	   40.7824536	   34.6440168	    4.5103421	   41.2767838
DDB_G0287603	DDB_G0287603	NA	unknown	Q54K52	 0.082233189110942	-0.11111698375	-0.4925437066	 -1.62072623835	0.153320133628014	    2.6348772	    1.9032001	    2.5340349	    2.0967533	   20.4823679	    2.3978746	    7.0390580	   17.9789028	   21.4892673	   12.4705931	    2.0007544	   11.2608241	    2.2872633	    2.5605631	    9.9312845
DDB_G0288719	scfd1	NA	Sec1-like family protein	Q54IJ1	-0.156026447829530	-0.09593159870	 0.1894221225	  0.31284458368	0.15332873987676	  119.9846554	  129.7779175	  119.4503264	  139.6322675	  151.6586309	  114.0300707	  144.5003132	  110.6785959	  131.8691127	  109.7260024	  113.9867235	  109.0022166	   70.8791773	   84.9833406	   79.7108570
DDB_G0274167	cand1	NA	HEAT repeat-containing protein, cullin-associated neddylation-disassociated protein 1	Q86KD1	 0.011226700200673	 0.04654094196	 0.2461729089	  0.24167699459	0.154018699297066	   12.2075038	    8.5689247	    3.0255604	    6.7781362	    3.1936130	   21.2677558	    7.8999180	   12.4812816	   12.4340876	    7.4716619	    8.6414312	    6.8970245	   16.1166538	    5.3609486	    5.9936360
DDB_G0285277	rpl17	NA	S60 ribosomal protein L17	Q54NG2	-0.369954422662993	-0.26530408131	-0.7232670856	 -0.82988191970	0.154728251602687	   44.0688678	   39.9753833	   43.5361858	   45.9531306	   45.5551561	   45.6034991	   45.9250100	   43.1269974	   46.7168939	   47.7479126	   37.3365825	   48.8164551	   42.6147093	   28.0949103	   47.0085336
DDB_G0287803	argS2	argS, ArgRS	arginyl-tRNA synthetase, arginine-tRNA ligase	Q54JT6	 0.010131860962909	-0.05474697994	-0.4625537666	 -0.33235961411	0.154862664960624	   30.1919738	   32.7504754	   49.1060779	   38.3570734	   43.1620309	   36.3274280	   40.7362861	   33.8428489	   38.8178265	   23.4799301	   25.0341435	   25.8111373	   26.3350358	    9.2772238	   13.2625653
DDB_G0281779	lsm2	NA	LSM (like-Sm) domain-containing protein, putative U6 small nuclear ribonucleoparticle-associated protein	Q54TF6	-0.604797729296202	-0.22309936095	-0.4507627158	 -0.86329694068	0.154899459322494	  227.4973139	  157.3741981	  155.0250115	  184.2052984	  172.0543041	  155.8330589	  107.4025799	  124.1281788	  137.0071572	   82.0288185	  155.4824679	  126.5297566	  100.2413610	  168.0224741	  108.2567374
DDB_G0286669	DDB_G0286669	NA	acyl-CoA oxidase	Q54LF1	 0.294413406597968	 0.47041079717	 0.4726135785	  0.12138783878	0.155138379816888	   48.2269436	   50.5216485	   23.8379592	   53.0155270	   48.1356698	   54.0840888	   13.4799060	   48.8090828	   47.9260872	   88.5895688	   74.8485230	   73.6915818	  107.7590633	   71.5985711	   72.1939117
DDB_G0268140	DDB_G0268140	NA	NA	Q55FF2	 0.104194048266171	 0.34411734526	 0.0965269100	 -0.15525911485	0.155173154169529	  123.0772630	  109.5891070	  116.7348462	  114.1603234	  116.4308850	  108.6505932	  100.9155721	  111.2097276	  110.8610196	   81.3768179	   78.6278037	  102.9465329	   87.2979259	   75.2622644	   99.2456226
DDB_G0288799	mrpl21	rpl21	ribosomal protein L21, mitochondrial	Q54IF0	-0.156424157614269	-0.07131168880	-0.2100668391	 -0.48258908069	0.155941532599207	  520.9479204	  528.7928254	  606.2390555	  518.8971432	  567.5320620	  587.7907492	  541.9265898	  537.2190794	  512.1742057	  536.4465675	  499.7392329	  505.1381280	  518.0665538	  527.5284968	  579.2475388
DDB_G0287839	DDB_G0287839	NA	adenylate kinase	Q54JR3	 0.447884492136901	 1.56086980408	-1.2049484748	  1.29591782501	0.156753496044344	   87.5218286	   98.5227262	  103.8377872	  111.7665751	  110.0575644	   98.4074659	   98.5117529	  106.7083605	  110.0681670	   51.7589648	   65.0307282	   67.3275164	   29.3383910	   67.9992910	   57.8185545
DDB_G0288787	vps29	NA	metallophosphoesterase domain-containing protein, vacuolar sorting protein 29	Q54IF7	-0.041161498954659	 0.00878682423	-0.1348679312	 -0.59645571634	0.156753496044344	  147.5622426	  143.2028523	  136.9109071	  127.8327455	  146.6925610	  138.6235703	  148.2532816	  137.8154013	  131.9286471	  142.5987576	  142.9991766	  149.0578632	  136.6659695	  153.9305990	  135.3727355
DDB_G0274159	hisS	HisRS	histidine-tRNA ligase, histidyl-tRNA synthetase	Q86AS6	-0.199172142721328	-0.18575997299	-0.2793319768	 -0.32161196597	0.157169652247592	   40.1475850	   38.8255443	   36.8714218	   35.1993605	   42.4223608	   27.1395594	    2.1389837	   37.3593812	   32.2155907	   39.2993464	    2.4636005	    2.3036731	    1.7142306	   33.1916872	    2.8751613
DDB_G0281487	DDB_G0281487	NA	3-beta-hydroxysteroid dehydrogenase, putative sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	Q54TU9	 0.085975218797400	-0.12572593334	-0.3204491936	 -0.49655137063	0.157169652247592	  172.3265982	  109.7677731	  107.6991311	  156.3465148	  104.3552598	  428.8674528	  168.8463984	  114.1310403	  175.7892176	  136.2674116	  215.7553446	  126.2542915	  175.1511514	  109.7526949	  126.2817162
DDB_G0274505	DDB_G0274505	NA	p21-activated protein kinase-interacting protein 1	Q86HN6	 0.224001818113040	 0.27246662206	-0.0145800896	 -0.15757578687	0.157169652247592	  419.2753709	  476.0536978	  547.7293395	  450.8976974	  438.7012962	  491.9982994	  441.1544312	  428.0106117	  450.7594451	  408.1061572	  296.8808963	  420.3872809	  323.6379667	  387.9598544	  467.6596447
DDB_G0268874	DDB_G0268874	NA	NA	Q55EI9	 1.553923893670476	 1.99826518988	 2.0538213155	  2.83327876397	0.158240088192005	   73.8510110	   75.7434387	   59.6247926	   75.6493374	   74.5722603	   66.5973212	   71.2246105	   72.6983368	   69.7233063	   75.0607033	   70.9061091	   70.3056442	   81.2601858	   80.9757460	   75.4233919
DDB_G0292400	vps2B	VPS2	SNF7 family protein	Q54DB1	 0.325181447179841	 0.64864765804	 0.3938521518	  0.00896922257	0.15918483651115	   90.7994771	  117.4472557	  145.1474985	   99.4359764	  103.8125681	  144.1550890	  167.2360799	  170.6503096	  157.3096543	 1718.9355181	 1217.8168383	  966.8032537	 2670.4907985	 1542.2939994	 1734.4460466
DDB_G0277333	DDB_G0277333	NA	NA	Q54ZX6	-0.058551646935771	-0.17866409449	-0.3162921549	 -0.30833798648	0.160328174403433	  564.1861932	  547.3953773	  625.4955806	  575.5146427	  512.3974145	  510.5247985	  503.3293616	  480.0688913	  486.5625141	  455.7111753	  394.6976900	  417.6103282	  406.9215671	  402.5579698	  409.5384021
DDB_G0293874	mcfZ	mitA	mitochondrial substrate carrier family protein Z	Q54B67	-0.119250534144964	-0.07125848059	-0.2773235992	 -0.29310610631	0.160522709485854	  103.2345315	  104.7863188	   74.3414072	   54.1735327	   47.0668575	   33.6746242	   15.4524404	   14.3134900	   18.6000591	   12.1656716	    2.7089586	   13.2301233	   24.1220213	    4.4087183	   15.3069228
DDB_G0276821	DDB_G0276821	ALDH	aldehyde dehydrogenase	P83401	-0.194404565489102	-0.20876870044	-0.3158577687	 -0.31072445991	0.160522709485854	 2887.8111541	 3134.9854565	 2371.2382582	 2967.0886694	 2840.4922639	 2417.2299074	 3135.1083141	 2747.8492300	 2632.8331001	 2524.2419964	 2430.0588491	 2765.7351389	 2532.4297896	 2637.8095964	 2519.9966687
DDB_G0278023	mrpl33	rpl33	ribosomal protein L33, mitochondrial	Q54YX7	 2.104194262680767	 2.03362943570	 1.1247517468	  2.31321186557	0.160551094838674	   26.8898891	   22.6680474	   34.3014237	   18.0341242	   20.7097785	   38.2555423	   12.6795272	   18.8982532	   14.9832499	    2.5666998	    2.4357052	    1.6247720	    2.2072446	    2.5926272	    2.0343052
DDB_G0267472	roco7	NA	protein kinase Roco7	Q55GE6	-0.444726131402565	 0.79597077035	-0.5823780401	 -0.42864924580	0.160700544232438	    2.3222992	    2.0007174	    1.4426837	    1.9154842	    2.1225175	    1.9264031	    1.9987230	    2.3120309	    2.2666045	    4.1551179	    3.5652807	    1.5028318	    7.2947667	    3.0653804	    4.3011491
DDB_G0271238	DDB_G0271238	NA	unknown	Q55B99	 1.580728768008739	 2.05384049105	 2.1504386518	  1.77963682302	0.161477969974617	  150.1691420	  124.4550046	  156.3266227	  145.4098691	  159.5519109	  129.4128398	  112.8155618	  143.9563215	  131.4672783	  313.0773162	  255.3949499	  217.9796341	  382.9366107	  258.7191562	  295.6597947
DDB_G0275831	DDB_G0275831	NA	NA	Q553I0	-0.193500615794424	-0.21857656454	-0.4066696842	 -0.87134091205	0.162527366737888	 1783.8410133	 1761.5388280	 1656.0995740	 1489.2139983	 1570.0691826	 1502.3339976	 1220.6910884	 1148.5400901	 1080.2391083	  157.1084144	  225.5389470	  325.3319144	   62.4346593	  219.3686980	  183.5122146
DDB_G0270814	nek2	Ddnek2	NEK family protein kinase Nek2	Q55BN8	-0.010432532651499	-0.27266179655	-0.9546888842	 -0.90469232078	0.162527366737888	    3.2016647	    2.0894985	    7.7235703	    1.8248616	    4.9477895	    5.8646391	    2.3956181	    6.6264432	    2.1888306	   15.6272730	   14.3961494	   12.7288713	   21.1148153	   16.4154874	   18.9402443
DDB_G0281433	DDB_G0281433	NA	NA	Q54TY6	-0.435970915845530	-0.18420835439	-1.6269573308	 -1.60464844658	0.162527366737888	  129.8231499	  117.6672287	  139.4972773	   60.2081938	   64.7914182	  147.9965399	   17.8155402	  162.4703314	   79.5615858	    2.5531915	   51.9068812	   55.9949893	  108.9264505	   46.0157398	   49.4118581
DDB_G0277101	rab11C	NA	Rab GTPase	Q550H6	 0.157204300394800	 0.17201068473	 0.1898449234	  0.22475728192	0.163192011537805	  692.4533032	  679.6695686	  684.6324547	  660.2966158	  649.5118527	  701.5312927	  557.7657245	  630.1530592	  601.7922667	  524.0316304	  539.3935811	  609.1245240	  519.2625315	  582.3711716	  599.3412544
DDB_G0280585	ubqK	NA	ubiquitin K	Q54V68	-0.666842578540762	-1.15607527220	-3.1630043527	 -2.12944902159	0.163236731980419	  136.2488881	  139.9293227	  134.3700200	  140.7024064	  150.9880742	  197.2633606	  149.1479730	  168.2363823	  176.9815413	  197.7467036	  186.9445303	  193.1917856	  200.7675553	  219.2877435	  207.3672939
DDB_G0275333	DDB_G0275333	NA	ARID/BRIGHT DNA binding domain-containing protein	Q553R0	 2.459537970387331	 2.89438081135	 2.2508705669	  2.27304114060	0.163742304283183	  304.3669290	  306.6930023	  303.3735349	  291.2288800	  282.0967120	  284.1845769	  266.6521571	  283.1001743	  302.7951438	  228.6681668	  250.2294437	  281.4691753	  239.2358509	  292.0306540	  271.1817087
DDB_G0283003	DDB_G0283003	NA	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	Q54RP2	-0.058166656470633	-0.01811443388	-0.2382955227	 -0.29391020487	0.163830782976457	   11.2207290	   17.2711969	   17.3645499	    1.9492203	   20.7890971	   16.4942552	   16.3986454	   15.1559543	   12.3804431	   14.2112134	   16.8182416	    2.4885895	   17.3095313	   17.3549190	   14.3098373
DDB_G0267462	Dd5P4	PI5P4, RacGAP, RhoGAP domain-containing protein	inositol 5-phosphatase 4	Q8I7P3	-0.252309232713229	-0.44436573837	-0.3422177128	 -1.40694523044	0.164159469839778	   24.6405471	   16.1722249	   11.9069610	    2.7681833	   13.8240239	   33.4933985	    2.2416782	   19.8762931	   12.4649364	   19.2489643	    2.6734522	   15.2768971	   13.1311499	    2.7188657	   12.7381844
DDB_G0269614	DDB_G0269614	NA	RING zinc finger-containing protein, tetratricopeptide-like helical domain-containing protein (TPR)	Q55DL5	 0.235732682742139	 0.41254421140	 1.0046190604	  0.77865861148	0.1643244692867	  361.1732190	  343.6766000	  349.6389003	  301.9330506	  335.6384657	  372.2270043	  318.6133992	  310.3916411	  277.3506939	  358.2339330	  309.9382446	  325.7241489	  345.4461113	  369.6289291	  343.2703611
DDB_G0293992	DDB_G0293992	NA	C2 domain-containing protein	Q54B08	 0.016087124941972	 0.96766864311	-0.3227823378	 -1.58181438824	0.164935742717983	  233.8261481	  231.5486496	  241.6659651	  236.4849086	  241.4660238	  218.9727127	  279.5800787	  273.3761613	  266.0651563	  326.4232892	  322.9950435	  304.6259990	  355.4685231	  341.0471114	  333.1563693
DDB_G0272732	emg1	NA	putative ribosome biogenesis protein	Q7KWM6	 0.102202837171503	 0.11082380161	-0.4173570767	 -1.23058369697	0.165197621908146	 1330.4264685	 1306.3526190	 1341.5320558	 1225.4082019	 1326.7838373	 1329.3435520	 1297.0819611	 1305.2737199	 1310.3199566	 1239.7297500	 1255.9139342	 1284.6889564	 1420.8065931	 1118.4870424	 1329.6123423
DDB_G0281291	DDB_G0281291	NA	putative transcription coactivator	Q54U38	 0.107450252906977	 0.38228369708	 0.3082898654	  0.23545551861	0.165295213301566	   14.0709030	   14.9858320	   18.0441222	   14.4604685	   17.1573248	   14.8781128	   13.5310956	   12.8649201	   11.2040073	    2.3291844	    3.4748140	   14.9850539	   14.3815033	   13.6430733	    5.6843507
DDB_G0283393	rplP2	NA	ribosomal acidic phosphoprotein P2, 60S acidic ribosomal protein P2	P22683	-0.613012800620426	-0.36788902205	-0.6093334737	 -0.73583102611	0.165295213301566	  363.5073246	  344.3378717	  436.6034899	  425.8292425	  425.9415194	  433.6006624	  391.6728113	  458.9980323	  474.4823970	  411.7565429	  454.6523583	  440.3611798	  427.5785854	  447.6893150	  414.8583910
DDB_G0350235	tstD	TSPOON	sigma-like TSET complex subunit	C0HLF1	 0.111370873879468	-0.28006188245	-0.2151775506	 -0.08556080913	0.165295213301566	  432.0350628	  464.9690084	  455.6739152	  464.7498368	  500.7134679	  444.9982832	  477.1361861	  440.2434478	  438.3802018	  410.6540870	  415.6594257	  382.8148347	  380.9937945	  350.9205501	  362.7443513
DDB_G0292742	DDB_G0292742	NA	C2 calcium/lipid-binding (CaLB) region-containing protein, dilute domain-containing protein	Q54CQ9	 0.746554744558736	 0.33414975264	 0.2084314678	  0.08360972349	0.165295213301566	   30.9381435	   21.6206730	   34.9014007	   32.1801458	   28.2380918	   29.4170254	   23.8044449	   25.0257440	   28.8857827	   21.7690261	   20.4917030	   24.6553612	   25.4425287	   31.4363870	   25.3200983
DDB_G0292160	DDB_G0292160	NA	unknown	Q1ZXA8	 0.088679536794403	 0.12394846117	-0.1057285828	 -0.10765141533	0.165295213301566	  109.8073626	   98.1622374	  115.4678455	   86.7979741	  103.4650727	  104.0235343	   95.4443424	  101.2761790	   93.9163526	   98.8459370	   89.2942854	   90.9637993	   91.6396308	   91.2153809	   86.5179207
DDB_G0270256	DDB_G0270256	NA	NA	Q55C26	 1.148958145322136	 1.40679806871	 1.4013710912	  1.22109328983	0.165783316435741	   55.1838435	   67.0604049	   71.4495942	   69.9893550	   64.6687798	   74.9415095	   83.8000842	   61.2050561	   68.6761101	   85.9943541	   86.3947800	   81.7046380	   84.2798734	   89.3293228	   79.5662042
DDB_G0291241	gnt2	modB, gntB, cis4c, GlcNAc transferase, polypeptide alpha-N-acetylgalactosaminyltransferase, pp alpha-GlcNAc-T2	glycosyltransferase Gnt2	Q54EX6	-1.414007811666434	-0.20758300447	 0.1824127078	  0.20967314548	0.165827192012855	   12.4112673	    7.8818948	    1.9970921	    9.7130337	    9.8675277	    2.2387667	    4.5285465	   10.7582255	    7.5474200	    3.0777641	    1.9472413	    2.1190654	    4.0175553	    4.2506295	    2.9848217
DDB_G0285265	DDB_G0285265	CBP14	calcium-binding protein, calcium-binding EF-hand domain-containing protein	Q54NH0	 0.185046723134499	 0.14555557297	 0.0160940129	 -0.16185133749	0.166489728428221	   64.3652012	   73.5665992	   54.7813238	   48.6452024	   42.4683812	   42.1617220	   96.2064236	   48.7625332	   58.6896855	  139.0518993	   79.0725811	   86.0701717	   72.0009537	  145.8479645	  134.6905765
DDB_G0274703	DDB_G0274703	NA	coiled-coil domain-containing protein	Q555M8	-0.186064637424162	-0.51608608520	 0.2514421739	 -0.41390043922	0.16684131579451	   38.1600391	   38.0449875	   40.1418219	   46.3509312	   44.2692854	   51.6321091	   40.8233875	   41.4515849	   33.9895335	   36.1592487	   31.7469115	   36.2751642	   38.6199416	   40.7536217	   40.5470634
DDB_G0273377	DDB_G0273377	NA	NA	Q557C5	 0.632876357280066	 0.52442487738	-0.4475310058	  0.76448942845	0.167629876669989	    3.1987522	    1.8741877	    9.2205917	   12.9718566	   11.9058733	   29.7622053	   55.9091647	   46.5369388	   53.1291378	  160.3361594	  126.2290006	  136.4736201	  258.6605278	  151.2157737	  160.0232236
DDB_G0292556	DDB_G0292556	NA	unknown	Q54CY2	-0.428289427571498	 0.09975424492	-1.0451542806	 -1.33205045275	0.16898425468165	  112.3011769	  106.9830722	  108.5355835	  105.9406122	  111.5151527	  117.5609496	  108.2209281	  109.0859126	  110.9176454	   87.8289755	   89.6535450	   95.4276191	   88.8207650	  112.4436042	   98.5057302
DDB_G0269708	DDB_G0269708	NA	WH2 domain-containing protein, SH3 domain-containing protein	Q55DC0	 0.234873250601308	 0.13701674883	 0.2416577532	  0.38967526878	0.16919881073781	    3.2240599	   21.5186503	   21.4837879	   15.2205121	   19.0387694	    2.9069648	   11.0395808	   18.3688292	    2.0051654	    3.2791165	   11.4058240	   11.4702061	    9.5041011	   11.7961014	   10.8652624
DDB_G0273063	dscA-1	dscA, discoidin I, A chain	discoidin I, alpha chain	P02886	-0.015512303649891	 0.07491121532	 0.0472045492	  0.32997503510	0.169672748244789	  576.5525098	  515.4084760	  581.1966756	  558.4824133	  531.8773643	  475.3509924	  451.1099212	  491.1067702	  505.5235334	  383.1193478	  385.3176399	  492.7771650	  357.9166769	  494.1143300	  440.9846733
DDB_G0268786	DDB_G0268786	NA	Glucokinase regulatory protein	Q55EQ6	 0.974259438576035	 1.24687193466	 1.4153704200	  1.41945736423	0.169672748244789	   13.5406646	   14.2324764	   19.1951049	   16.4431640	   17.8813976	   11.2327209	   12.8577453	   14.2438078	   13.3901098	   14.7909225	   10.0353761	    9.9554868	    7.5479653	   18.0911540	   11.8112215
DDB_G0277545	cyp518A1	NA	cytochrome P450 family protein	Q54ZM4	-2.276713147489333	-1.43774713260	-2.3113197831	 -3.44430361985	0.169756698695808	   36.4244709	   28.2803163	   31.3182008	   29.7595520	   31.7872753	   20.1555002	   34.7834823	   24.6176833	   26.4499175	   28.9831100	   31.1489636	   25.0643484	   25.2145817	   32.1492864	   24.7200520
